id,review_text,sentiment_label,sentiment_score
319542144,"Verizon is Truly the BEST. Everything from customer service to the service provided by Verizon is amazing. They are considerate, understanding and compassionate. I love Verizon. I will never switch.",POSITIVE,0.9998788833618164
318142087,"The best. Nothing to say, theur the best",POSITIVE,0.9998611211776733
317840324,"The most difficult app to use. Impossible to find things and when you locate them , you still need to call support, which doesn’t work in the times convenient for a users. Regretting switching to Verizon",NEGATIVE,0.9994577765464783
317277355,Five Stars. Antwan for all the hours it took successfully completed my Verizon reward. His patience was impeccable!!!,POSITIVE,0.9992820620536804
317083409,Address your everyday needs go above and beyond and a team. Thank you guys from me as my son!.. Address security Risk concerns and took a step forth to solve a serious public matter as a unit. At first I wasn’t sure or felt safe however their dedicated agents made swift actions to make sure I am with the right support!. Thank you guys!.,POSITIVE,0.9993638396263123
316369155,My New Verizon. We are totally enjoying our new 5G Wide Band Verizon in my main residence and totally enjoying our new Fios Verizon in our other home at the shore. Big choice of channels. No problems.,POSITIVE,0.9997960925102234
316254788,Verizon. Great service,POSITIVE,0.9998189806938171
316108367,La ponky. La ponky,NEGATIVE,0.9956648945808411
313998564,Buggy system. Can’t login to personal family account.  Automatically changes to business login.  Otherwise it keeps linking to error message.  Customer service not available evening time to be helpful.  Expect better quality from a big company. Absolute garbage.  Website has the same exact issue.,NEGATIVE,0.9996002316474915
313187371,Terrible app. Impossible to login with mobile,NEGATIVE,0.9995927214622498
313127429,"Customer service is terrible. If you love being on hold for hours on end and getting disconnected and then being blamed that it’s your fault you were disconnected go with Verizon.  Oh, and don’t forget you’re overcharged too.",NEGATIVE,0.9972424507141113
313094671,Cluttered UI. I Love you Verizon but the app’s UI is so confusing that I can’t figure out where to pay my bills in the app like before. I miss being able to easily acc my bill with one tap or click.,NEGATIVE,0.9987310767173767
312966269,Real. I’ve been with Verizon for almost 2 years and don’t plan on going anywhere. Love their customer service.,POSITIVE,0.9675219655036926
312604998,Well designed app! Incredibly productive. This app just gets better and better! Love using this app!! You can manage virtually anything that has to do with your Verizon account including seamlessly ordering new devices. Setting up payment plans on your bill or new devices is also effortless. Adding new lines. Adding credit/debit cards and bank accounts. Getting support for your devices and lines. Checking how much you may owe on devices or when you are eligible for an upgrade. It’s endless how much power it puts in your hand. So helpful. This app is essential to anyone that has a Verizon Wireless account.,POSITIVE,0.9955247640609741
312458385,Just a flashy to upsell customers. I used to be able to see and download my actual bill. Now the best I can do is have a nonperson “explain” the details of a bill I cannot see in general terms.,NEGATIVE,0.6542102098464966
312140033,"Happy. Well, I have to say I’m not surprised, but Verizon has made it a very easy and smooth transition for me getting my new services. They were very helpful on the phone and very good with the delivery of my new equipment. If I knew it was this good I would’ve been here a long time ago. Thank you Verizon!",POSITIVE,0.9997482895851135
311951407,"Non-Functional. When you can’t even see if one of your phones is eligible for an upgrade. 
   It’s a problem. 
When you have 5 phones and you can’t see the functions and details of the lines. 
   It’s non-Functional. 
TIME TO HIRE NEW PROGRAMMERS. 
MY ADVICE - Re-Hire the people you fired because they were OLD (meaning COMPETENT). Or TRASH THE AI THAT YOU IMPLEMENTED BECAUSE IT DIDN’T INCLUDE THE FUNCTIONS YOUR CUSTOMERS ACTUALLY USE!!!!!!
Or - Just re-install the previous App before you geniuses screwed it up so it doesn’t function or include the information customers need anymore.",NEGATIVE,0.9998049139976501
309621689,Amazing!!. Simple to use very informative specially the assistant !,POSITIVE,0.999783456325531
309184911,Spotty service tx. I’d give it a 5 star if it was more reliable.  So spotty idk when I’ll have service and when I won’t,NEGATIVE,0.9973719120025635
307769119,Love the app. Amazing app make life so much easier,POSITIVE,0.9998144507408142
245822529,Call details. Can’t even look at currents months call details in the app.,NEGATIVE,0.9994140863418579
244989982,"Verizon Internet. I love my Verizon Internet. It is reliable and if I ever have a problem, I’m able to get in contact with someone right away and they’re usually very helpful. Very polite and most of the time understanding. Thank you everyone at Verizon. I really appreciate you all.",POSITIVE,0.999782145023346
244902841,"Major downgrade. This app used to be easy to navigate, now you can’t easily find your existing devices without going through a slog of sales options and desperate add-ons. It makes me feel like we’re being forced into the stores.",NEGATIVE,0.9994764924049377
244458460,The redesigned Verizon app. I really like how you redesigned the app. It is much easier to use now in my opinion. The front screen now has everything that I would need at a glance to take a look at. Plus you’re shopping on there. I can buy video game consoles and video games is an added plus to your app where you can’t get these in your brick and mortar stores. I’ve been with Verizon now for seven years and I’ve used every other phone company out there and by far the best customer service that I’ve ever seen out of a phone company. When I have an issue which issues to arrive from time to time I conduct myself professionally and so do the Customer Service agents with me. Keep up the great work.,POSITIVE,0.999197781085968
244346797,Best Service. This is by far the best service anywhere.,POSITIVE,0.9997684359550476
244223808,"Mala señal y pesima atencion al cliente. Llevo 9 meses con esta compañia desafortunadamente saque un telefono a cuotas con ellos y me toca quedarme hasta pagar el telefono nunca ahy señal siempre el telefono esta en 1 linea de señal y en LTE su escusa es que siempre estan arreglando o haciendo mantenimiento en su zona y que debo actualizar a su plan mas caro, debes de pagar por todo, realmente a sido la peor compañia de comunicacion tratare de ahorrar y pagar el telefono para que asi me sirva en otro operador",NEGATIVE,0.9849885702133179
243855410,Frizz app. The app is too slow and frozen,NEGATIVE,0.9995802044868469
243513168,Exceelent servicio. Me encanta,POSITIVE,0.9821063280105591
243364485,Doesn’t allow new orders. You cannot pre order anything using this app. It’s horrible,NEGATIVE,0.9995521903038025
242486790,"It’s Got ISSUES. I have an IPhone 15. I’m familiar with the settings regarding Language Default/Preference. My App has switched to Spanish and won’t change back to English. My phone is only a few months old so it’s not the problem. It’s been over 3 weeks now? Unbelievable, especially when I have tried the Chat, I’ve called and have gone to my local store. The Verizon team is adamant you use the App!! They just can’t be bothered to help if the App is the problem..",NEGATIVE,0.7879824042320251
240331789,Awesome Home Internet. I have home internet for over 2 years now. No problems at all. All fast and easy to install. Thanks Verizon.,POSITIVE,0.9996591806411743
239232331,Call Backs. When I ask for a call back it doesn’t actually call me back. This once caused my service to be suspended.,NEGATIVE,0.9996917247772217
238513313,Los mejores. Tres años sin quejas,NEGATIVE,0.8222442269325256
238179194,Horrible services. Can’t sign in nothing works like forgot password and can’t seem to find live agent to resolve my problems. Also I switched my pan today and the process takes longer than what they told me they said it would take 1 hour and my data from new services could be in use but mini I have to wait is 2 days for the process max ten days. Lairs non supportive services.,NEGATIVE,0.9991751313209534
237456894,Great customer service. Verizon customer service and support has been extremely helpful at explaining everything along with being kind and patient while helping me walk through the app over the phone.,POSITIVE,0.9993128776550293
236951426,Fix. Fix your app. It keeps kicking me off and resetting my password. Then it won’t let me reset it. Customer for 14 years,NEGATIVE,0.9048773050308228
236714922,"⬇️. Verizon signal is garbage now, basically below zero. Prices keep going up but the service keeps going down. When you raise the fees, shouldn’t the signal get stronger, not weaker? Do you think this is right — financially or morally?",NEGATIVE,0.999016284942627
233375845,"Pathetic app, pathetic company. I received an email from Verizon about getting the Verizon Visa card. I clicked the “apply now” button in the email and the my Verizon app opened. However, it took me 10 minutes to find where I could apply for the card. Then when I found it and clicked in the box to add the last four of my social, no keyboard appeared. I attempted to go to the box to add my phone number. Again, no keyboard appeared, and there was a message in red letters, telling me that the first four of my social was a required field. Thinking that perhaps my app needed to be updated, I went to the App Store and updated the app. I went back into the email and clicked on the “apply now” button. I was taken to my Verizon app once more with no apparent place to apply for the card. So I located the offer within the app and attempted everything again. Once again, no keyboard. I can’t fill it out. For a technology company, this is a pretty pathetic situation. Great job, Verizon!",NEGATIVE,0.9995381832122803
233182474,Great. Great,POSITIVE,0.9998712539672852
233171830,"10 year Verizon customer. One day they decided to put my phone in SOS mode and no one from the company- physical store or telephone could retrieve my service back- they even paid my upcoming bill but were unsuccessful in retrieving my service. I log into your app- your website- EVEN with my password it needs verification from a cell phone number that has no service. If you hate yourself, get Verizon.",NEGATIVE,0.9994107484817505
232199017,Can’t connect unless on WiFi. It’d be nice if I didn’t have to be on a WiFi network so I could connect and pay my bill via the 5g connection that works for every other app.,NEGATIVE,0.9954389929771423
230066495,"Overwhelmingly Simple. My Verizon is easy to navigate, quick to load, and almost always up-to-date with the information to answer my questions.",POSITIVE,0.9985032081604004
230000251,"Greedy. Connected with a customer service rep to cancel a payment on a line I don’t want anymore, I was stuck in their customer help system for so a week. I gave up. They were trying to find out where it is why it’s missing why I want to cancel, Jesus. 

I just got on the AI chat and it did it immediately for me. Yes, it was that simple..

Crazy allocation of customer experience prioritization",NEGATIVE,0.9993999004364014
229895093,"The best. Always, top tier, white glove experience",POSITIVE,0.9998568296432495
229431626,FAIL…every time.. This app is non-functional on the iPhone 16 pro.,NEGATIVE,0.9997462630271912
229277896,Thanks for what you do Love Maurice. Best phone company,POSITIVE,0.9997583031654358
228487772,"Hate the new McDonalds colors. This is a decent app—gets the job done. But … when you open the app to make a payment, you’re bombarded with sales pitches. Unless you want to buy something new, giving Verizon money for your existing services is a time consuming process using this app. Designed for sales, not customer service.",NEGATIVE,0.9888618588447571
228346255,Can’t clear message pending. Hard to navigate and impossible to clear message pending notifications on the Home Screen!,NEGATIVE,0.9997939467430115
226751707,Very easy to use. Very easy and convenient to use. Very easy to make payments or buy things. I love it.,POSITIVE,0.9998341798782349
225021181,"No signal. I tried to get someone to take care of my issue with my Wi-Fi box. It keeps cutting off and on every 10 minutes. For two months now. I’m playing my Bill religiously, but no one to fix my problem.",NEGATIVE,0.999351441860199
222155666,It won’t Download. Won’t Download,NEGATIVE,0.9987999200820923
221439800,"In a hurry. I love the service and everything you provide, but it’s game day and I’m having to re-add everything thank",POSITIVE,0.9990540146827698
221294596,Confused. I need confused lately but being able to go online and use this amazing seamless app is a great experience for me,POSITIVE,0.9996160268783569
221279656,"Doesn’t work. I recently switched from Cricket to Verizon because I was having problems paying my bill, but the Verizon app is even worse. I can’t receive calls since I’ve switched and customer support has been no help at all.",NEGATIVE,0.9990102052688599
221093706,"Enjoy VERIZON COMMA BUT. Verizon has a monopoly on quality services,however for long time customers it does NOT show gratitude with discounts it is very expensive. When they offer discounts they make up with fees for every thing 🤦🏾‍♀️🤷🏽‍♀️",NEGATIVE,0.8853863477706909
221019028,Terrible. The 4.7 low rating speaks for itself. This app is literally incompetent. It took forever to sign up. The information is all over the place. I opened an internet home account and I was buried with emails. Now I am trying to enroll in auto-pay but I can’t get a keyboard so that I can input my information. Additionally this app doesn’t have biometrics meaning it doesn’t have facial recognition. Mind you this is Verizon we are talking about and can’t even design a functioning app. Ridiculous,NEGATIVE,0.9995492100715637
220749640,"Useless. MINUTES Green Arrow should show for calls made and Blue Arrow should be for calls received Problem I made a lot of calls and the arrow colour is BLUE!

TOUCH ID that process should be done ONCE nope every time I use I have to enter password every time to see that section that requires touch.",NEGATIVE,0.9987908005714417
220407081,Happy we Switched over. After 6 years being a ATT customer Verizon saved us money and their service is so much better,POSITIVE,0.9954711198806763
220376877,"UPDATE. I ditched Verizon after 24 years!  Verizon went downhill fast!  You can’t get anyone who speaks English and they kept screwing up my bill!  Stay away at all costs and TMobile is way cheaper.  Run!! Run away from this place as fast as you can!! All the reviews are horrible including the BBB and google.  The BBB has over 40,000 complaints filed in the past year or so. Update: I’ve been with TMobile for a few months and love it!!  Verizon had a huge shut down again and I’m glad I ditched them. Verizon is by far the worst company you’d want to deal with.  Just ask anyone!!!",NEGATIVE,0.999607264995575
219900557,"FantasticJay. Verizon has great service and full self service online capabilities. I love them, only service I will ever use",POSITIVE,0.9996626377105713
218647969,"0/5. Been with Verizon since 6th grade, I’m now 29… wouldn’t recommended this service it to my worst enemy. My signal is bad mostly everywhere, when you call and complain they’re barely any help.",NEGATIVE,0.9994341731071472
218428667,My Verizon. I have the best phone service ever and it has outstanding customer support that will resolve your issues and restore the service immediately,POSITIVE,0.9997645020484924
218348683,App needs work. I’m surprised for a company as large as Verizon that they don’t have a better app. It’s pretty awful and frustrating to use.,NEGATIVE,0.9994657635688782
218259216,Usage never updates. Usage never updates or it gives the wrong dates and times.,NEGATIVE,0.9984036087989807
216586260,"Not working. Before I recently upgraded from an iPhone 12 Pro to an iPhone 16 Pro, I had no issues with the app, worked every time. Now, using my 16 Pro, after I enter my password it wants to send me a verification code to my number - which never arrives. I deleted the app & reloaded it but still no go. Shame, as it was a useful app…",NEGATIVE,0.999234676361084
216091066,"Horrible. Horrible. You can’t do anything, it’s super slow and nothing works. Absolutely useless",NEGATIVE,0.9997926354408264
214595105,"Good app. It’s really a great app. But every month a little notification would come up telling me I have a bill ready. No matter how many times I log in it stays there. I never use the app so literally for that reason I deleted it and gave the app 3 stars. I do not need a email, text and notification telling me I owe you money.",POSITIVE,0.9738972187042236
214192731,Garbage. 80% of the time this app doesn’t work and tells me to contact someone. I try to use the app for convenience but it makes end up doing more work.,NEGATIVE,0.9986201524734497
214042899,Mejoras. No me gusta como se están viendo los detalles de la factura solo se puede ver en formato PDF .,NEGATIVE,0.9855334162712097
213599737,Upgrade messed up the app. Can’t view Orders- it just spins and spins. Was fine before latest update. Stop fixing what isn’t broken!,NEGATIVE,0.9934593439102173
78982492,Not the best but okay. Just can be very slow loading the app,NEGATIVE,0.9988524913787842
78943250,Terrible security. Mobile passwords reset loop when trying to make payment is infuriating. Quit making it hard for people to give you money,NEGATIVE,0.9995706677436829
78887968,"Glitchy app. App always glitches out the local password rewards are a joke. You can virtually never claim one. We’ve tried for several years and only gotten one used to get monthly rewards now they are rarely on there at all. Plus, it’s a joke trying to get a hold of customer service. Verizon has gone downhill so much. It’s not even funny. I’ve been thinking about leaving the company since they just keep raising prices and keep giving you horrible service and customer service .",NEGATIVE,0.9997691512107849
78502381,Best Service Ever. App is so easy to use and very helpful. Self explanatory and straightforward. Thank you Verizon!,POSITIVE,0.9998030066490173
76697356,Great. Great,POSITIVE,0.9998712539672852
76448650,"Slow Buggy App. You'd expect Verizon to have a solid loading speed in app, but no it's the buggiest app I'm ever needing to use. Phone and app on updated version. But Verizon will always take 10-15 times longer to load. Unreal.",NEGATIVE,0.9958051443099976
76424230,Verizon is the worst. Zero customer support. Their chat service doesn’t work. Cancelling my services after 20 years as a customer.,NEGATIVE,0.9997979998588562
76331478,Slow app. Too slow. Very frustrating,NEGATIVE,0.999768078327179
76204155,"Too many bugs. What’s changed to the app to make it so glitchy? I’ve never experienced the issues I’ve been experiencing lately. Too many bugs, loops, roadblocks and dead links. It’s also constantly spinning and crashing. Something needs to change!",NEGATIVE,0.9984267950057983
76125204,"Endless loop. Cannot access the My Verizon app. When I try to log on, it pops up my initial online order, with a message that says that I will be able to access the app, once the “owner’s” phone is activated. The “owner’s” phone was activated 2 weeks ago. Seems like the app is designed to sell you more stuff rather than assist you with your account.",NEGATIVE,0.9991783499717712
75895566,"Phone Support. Fix your phone support, why does it take 2 hours to activate internet. They need to get rid of their AI completely and stop relying on phone support to activate devices. Why can’t I just do it on my own so I don’t have to deal with this circus of a system???",NEGATIVE,0.9982098340988159
75508865,"Usually easy. I didn't have any problem changing my plan and adding perks. I have had varied results with the chat, but those results were because of the representative. I haven't been to a Verizon store in years because I've been able to do everything with the app. It's great being able to take my time to make decisions instead of listening to a representative.",POSITIVE,0.9944901466369629
75061216,"Wish it would work!. For whatever reason, it stopped working a month ago. Now it just says “Unable to process your request” every time I try and open it.",NEGATIVE,0.9997004270553589
72287795,"Great app!   Love Verizon.. I just upgraded my phone today and totally happy with how easy it was… I’m not a paid shill, but I have to say I never have problems with Verizon.   Solid service and the app is easy to use - recent update has made it even better.",POSITIVE,0.9996429681777954
71222813,"Easy!. We currently found it so much quicker and easier to use the Verizon app online, rather than try to deal in person with the people at our Verizon dealer store. We don’t have an actual Verizon store in Park City, Utah and the folks at the Verizon dealer store are mean and nasty young kids! We spent several hours trying to get a new phone this morning and we’re quoted almost $40 a month more , than the Verizon app came up with! So the Verizon app is definitely the way to go!",NEGATIVE,0.9631694555282593
71129859,Verizon makes it Easy. I was able to order service for my IPad so easily online through my Verizon account app. No hassle of running all the way to the city store. Love this app.,POSITIVE,0.998437225818634
70863270,This app needs a remodel.. They give you the bare bum minimum information on their app. Pretty buggy and minimal tools to review your plans.,NEGATIVE,0.9995517134666443
70422701,"THE WORST!. AS SOON AS MY DEVICES ARE PAID-OFF, I AM OUT!",NEGATIVE,0.9997662901878357
67452770,"Difficult to login and pay bill. The mobile application does not have MFA and it is very difficult to login. It gives you too many options to login with account number and ZIP Code with other options as well and it’s just very confusing and a very poor user experience.
I should be able to open the app go right to a billing feature. Pay my bill and be done with it. That’s three steps maybe four if  you count being done with it.",NEGATIVE,0.9997597336769104
67159809,Glitchy. App is super glitchy and will not allow me to complete an order.,NEGATIVE,0.9997963309288025
67125136,"Service has gone down the drain ... I’ve been with Verizon for years. Service has gone seriously downhill, while we all pay a premium rate for AI chat bots to misunderstand everything you needed, then refuse to let you sign in as it sends text “verifications” to some other number that isn’t even on the account. Any guesses how well that works out? Time to get to shopping for better service.",NEGATIVE,0.9996989965438843
67123736,Rico. Love their customer service. One of the best so far.,POSITIVE,0.9998728036880493
66674430,"So Buggy. Buggy, inconsistent, unresponsive, minimalistic but in the annoying way that makes it just super useless. Consistently shows a blank page when it loads. I have to click on “more” and then “account”. Hard to find anything. Not to the standard a major teleCOMMUNICATIONs company should have.",NEGATIVE,0.9997666478157043
66018859,"All these fake reviews. Chat half way works, then times out rep on other end takes 3-5 minutes to reply back I really believe the rep I stated to chat fell asleep, then time out, next up schedule a simple call back , yea right enter your phone number, reason,then click confirm , message failed, next up chat was me to download messenger yea right, I don’t due the web like that . Looking for another internet provider.",NEGATIVE,0.9993300437927246
63688928,Verizon. I Love this Company The Service is awesome and great,POSITIVE,0.9998784065246582
63530706,"Useless Junk. The most frustrating, buggy, infuriating trash I’ve ever used. All I wanted to do was pay off a device, but it’s completely broken. Terrible UI and experience.",NEGATIVE,0.9997521042823792
62899571,Dugan. Your service is horrible in Mississippi. Even T-Mobile kick your butt that’s a shame. I mean that’s just plain sorry.,NEGATIVE,0.9997960925102234
62350173,New Home. I’m glad to be with Verizon my whole family uses Verizon Internet and Mobile. I was with a previous carrier whose name begin with X and I’m glad to be away from them. It was horrific.,POSITIVE,0.8377208113670349
62287557,Told get to try  feature free for a year and billed me anyway. Not pleasant experience,NEGATIVE,0.9994705319404602
62256624,Horribly designed app. The app is impossible to use and for a billion dollar company to allow this to happen for months just shows how much they care about their consumer experience. I will be looking for another service soon Verizon makes it impossible to pay your bill on app or internet wouldn’t recommend this service.,NEGATIVE,0.9992851614952087
59610976,Perks. Disney+ perk doesn’t work.  They charged us for it but we can’t log in.  Niether Verizon or Disney plus seem to be able to help,POSITIVE,0.7037014961242676
59579781,"Verizon stole from me. I do not recommend upgrading phones through Verizon. They charged me twice - one for the phone it wanted, one for a mystery phone I didn’t order and never received. Once I realized what happened, I spent almost 6 months trying to get my refund. Was physically on the phone for almost 48 hours. Was promised so many times they would make it right. Never happened. Verizon stole almost $800 from me. I hate this company.",NEGATIVE,0.9991207718849182
59556952,"Longtime. I’ve been with Verizon for about 5 years. I love them. Wish they’d get internet in my area, I also wish for long term clients there were better deals. It seems costs are getting more expensive by the year. I’ve thought of swapping simply due to costs, but they’ve always been my go to.",NEGATIVE,0.8006585836410522
59194143,Horrible new UI. New UI is making ever harder to find / change update.,NEGATIVE,0.9997151494026184
58962544,"3 Hour Customer Service Experience. I’ve spent more than 3 hours on the customer service chat trying to resolve a 2FA issue because I’m not receiving pushes in order to go pay my bill. Instead I’ve gone through 3 different reps who all tried to upsell me instead of fix the issue. Their names are Alicia, REN, and Rachel. Hands down the worst customer service I’ve ever had. Verizon is not a premier provider anymore.",NEGATIVE,0.9996763467788696
58697892,"A Ridiculous App. The app doesn’t recognize the very password used to sign in to Verizon account
Super Dumb 
Technically speaking this app deserves Zero stars",NEGATIVE,0.9997647404670715
58680584,Worst app ever. I would give this app 0 stars if I could. All I wanted to do was set up my internet and literally not a single function of this app worked.,NEGATIVE,0.9998108744621277
58466958,Notifications that can’t be cleared.. Fix your app! Notifications show up in red that cannot be cleared! There is no way to fix or turn off.,NEGATIVE,0.9996713399887085
57804459,Filled with bugs. This app is full of bugs!!!! Someone at Verizon should check to see what their sales are from customers using the app vs in-store and online! Because there probably isn’t any! This app makes it impossible!,NEGATIVE,0.9981811046600342
56010192,Customer service. I always get great patient knowledgeable agents to work with.,POSITIVE,0.9992604851722717
54446444,"No complaints in 20 years.. I have been with Verizon for my whole phone-having life, and the customer service is always patient and helpful. The service is great and I genuinely will never switch.",POSITIVE,0.9996738433837891
53857882,Looping on login. Impossible to login - getting me locked out of our account… so annoying Verizon!,NEGATIVE,0.9995889067649841
53856885,My Version. It was fast. It was easy. I’m pleased.,POSITIVE,0.9998660087585449
52870676,"Best so far…. Started with cricket that was crazy times… since I’ve moved through other providers none made me really happy. Little to no tech support, Hidden fees etc… Verizon is now what I’m sticking with I’ve had little to no issues and they offer great deals!",POSITIVE,0.9930620789527893
52221268,Love. Love my service,POSITIVE,0.9998630285263062
51477496,Loyal Customer. Well Satisfied Customer,POSITIVE,0.9998036026954651
51293222,loving it!. Been with them for a couple years now,POSITIVE,0.999874472618103
50902436,"Worse company. Good deals and everything but what is the point of all that, when the data is always slow and so bad. Literally everywhere I go my phone internet is so slow, I truly hate this company bc of the internet.",NEGATIVE,0.9996782541275024
50832040,Horrible app redesign. Good luck trying to find an international plan or anything without pulling your hair out an AI does not help. It’s a horrible redesign.,NEGATIVE,0.9996576309204102
50434308,Excellent service. Love the staff they treated me very professional and wait time wasn’t bad at all and help me with my purchase,POSITIVE,0.9997569918632507
211224871,"😡Cellular service, 5G/5G UW, and this is app is junk. PITIFUL.. I don’t know what happened to Verizon. This company is an empty shell of what it used to be. 

They want to increase prices every where in their company.  AGAIN. 

They try to manipulate you into buying a new phone while offering poor cellular service.  

I do not know where all these 5 star reviews are coming from.  But I believe some of them are fake and maybe even written by AI chat bots. I do not recommend Verizon to anyone.  

Also since the new update I cannot even open the Verizon app to pay the phone bills. 

Verizon is not this great cellular god these 5 star reviews are making them out to be. 

Over hyped, over priced, broken app, and poor cellular service.  Yep. That sounds like a great company for you cellular needs.",NEGATIVE,0.9997193217277527
211038866,Credit Line & Trust. The most spectacular example of what companies are supposed to be here for . If you can’t trust someone it’ll never work.Thank you again for the best NATIONWIDE COVERAGE IN THE WORLD…,POSITIVE,0.9997603297233582
210661781,App. App is slow and never works. Always needs to be updated. Sometimes I have uninstall and reinstall.,NEGATIVE,0.9997478127479553
