id,author_name,last_updated,rating,version,title,content
311951407,Personal CCMC,2025-09-28T09:40:34-07:00,1,21.2.2,Non-Functional,"When you can’t even see if one of your phones is eligible for an upgrade. 
   It’s a problem. 
When you have 5 phones and you can’t see the functions and details of the lines. 
   It’s non-Functional. 
TIME TO HIRE NEW PROGRAMMERS. 
MY ADVICE - Re-Hire the people you fired because they were OLD (meaning COMPETENT). Or TRASH THE AI THAT YOU IMPLEMENTED BECAUSE IT DIDN’T INCLUDE THE FUNCTIONS YOUR CUSTOMERS ACTUALLY USE!!!!!!
Or - Just re-install the previous App before you geniuses screwed it up so it doesn’t function or include the information customers need anymore."
309621689,Tonyperez993,2025-09-27T21:41:42-07:00,5,21.2.2,Amazing!!,Simple to use very informative specially the assistant !
309184911,Ksiefker,2025-09-27T18:51:43-07:00,1,21.2.2,Spotty service tx,I’d give it a 5 star if it was more reliable.  So spotty idk when I’ll have service and when I won’t
307769119,Q.N.A,2025-09-27T10:37:23-07:00,5,21.2.2,Love the app,Amazing app make life so much easier
245822529,concernded citizen4.2069,2025-09-12T19:36:22-07:00,1,21.2.2,Call details,Can’t even look at currents months call details in the app.
244989982,Ascel D,2025-09-12T14:05:19-07:00,5,21.2.2,Verizon Internet,"I love my Verizon Internet. It is reliable and if I ever have a problem, I’m able to get in contact with someone right away and they’re usually very helpful. Very polite and most of the time understanding. Thank you everyone at Verizon. I really appreciate you all."
244902841,Dr. Thomason,2025-09-12T13:31:35-07:00,1,21.2.2,Major downgrade,"This app used to be easy to navigate, now you can’t easily find your existing devices without going through a slog of sales options and desperate add-ons. It makes me feel like we’re being forced into the stores."
244458460,Darth Helton,2025-09-12T10:53:49-07:00,5,21.2.2,The redesigned Verizon app,I really like how you redesigned the app. It is much easier to use now in my opinion. The front screen now has everything that I would need at a glance to take a look at. Plus you’re shopping on there. I can buy video game consoles and video games is an added plus to your app where you can’t get these in your brick and mortar stores. I’ve been with Verizon now for seven years and I’ve used every other phone company out there and by far the best customer service that I’ve ever seen out of a phone company. When I have an issue which issues to arrive from time to time I conduct myself professionally and so do the Customer Service agents with me. Keep up the great work.
244346797,Suzyjo39,2025-09-12T10:17:26-07:00,5,21.2.2,Best Service,This is by far the best service anywhere.
244223808,Abel detailing cars apk,2025-09-12T09:38:57-07:00,1,21.2.2,Mala señal y pesima atencion al cliente,"Llevo 9 meses con esta compañia desafortunadamente saque un telefono a cuotas con ellos y me toca quedarme hasta pagar el telefono nunca ahy señal siempre el telefono esta en 1 linea de señal y en LTE su escusa es que siempre estan arreglando o haciendo mantenimiento en su zona y que debo actualizar a su plan mas caro, debes de pagar por todo, realmente a sido la peor compañia de comunicacion tratare de ahorrar y pagar el telefono para que asi me sirva en otro operador"
243855410,Loavi90210,2025-09-12T07:50:32-07:00,1,21.2.2,Frizz app,The app is too slow and frozen
243513168,Ortizbrrr,2025-09-12T06:13:48-07:00,5,21.2.2,Exceelent servicio,Me encanta
243364485,SouthPawcp,2025-09-12T05:29:47-07:00,1,21.2.2,Doesn’t allow new orders,You cannot pre order anything using this app. It’s horrible
242486790,pippyx-qogvo8-jywnyT,2025-09-11T23:46:19-07:00,1,21.2.2,It’s Got ISSUES,"I have an IPhone 15. I’m familiar with the settings regarding Language Default/Preference. My App has switched to Spanish and won’t change back to English. My phone is only a few months old so it’s not the problem. It’s been over 3 weeks now? Unbelievable, especially when I have tried the Chat, I’ve called and have gone to my local store. The Verizon team is adamant you use the App!! They just can’t be bothered to help if the App is the problem.."
240331789,Ispy39,2025-09-11T09:05:30-07:00,5,21.2.2,Awesome Home Internet,I have home internet for over 2 years now. No problems at all. All fast and easy to install. Thanks Verizon.
239232331,dakidouble,2025-09-11T03:21:55-07:00,4,21.2.2,Call Backs,When I ask for a call back it doesn’t actually call me back. This once caused my service to be suspended.
238513313,Fleites construction,2025-09-10T21:50:33-07:00,5,21.2.2,Los mejores,Tres años sin quejas
238179194,Get Better Verizon now,2025-09-10T19:14:18-07:00,1,21.2.2,Horrible services,Can’t sign in nothing works like forgot password and can’t seem to find live agent to resolve my problems. Also I switched my pan today and the process takes longer than what they told me they said it would take 1 hour and my data from new services could be in use but mini I have to wait is 2 days for the process max ten days. Lairs non supportive services.
237456894,28taylor,2025-09-10T14:01:14-07:00,5,21.2.2,Great customer service,Verizon customer service and support has been extremely helpful at explaining everything along with being kind and patient while helping me walk through the app over the phone.
236951426,salomx,2025-09-10T10:54:13-07:00,1,21.2.2,Fix,Fix your app. It keeps kicking me off and resetting my password. Then it won’t let me reset it. Customer for 14 years
236714922,Yousif 🦅,2025-09-10T09:37:02-07:00,1,21.2.2,⬇️,"Verizon signal is garbage now, basically below zero. Prices keep going up but the service keeps going down. When you raise the fees, shouldn’t the signal get stronger, not weaker? Do you think this is right — financially or morally?"
233375845,MusicmanMJB,2025-09-09T12:08:32-07:00,1,21.2.2,"Pathetic app, pathetic company","I received an email from Verizon about getting the Verizon Visa card. I clicked the “apply now” button in the email and the my Verizon app opened. However, it took me 10 minutes to find where I could apply for the card. Then when I found it and clicked in the box to add the last four of my social, no keyboard appeared. I attempted to go to the box to add my phone number. Again, no keyboard appeared, and there was a message in red letters, telling me that the first four of my social was a required field. Thinking that perhaps my app needed to be updated, I went to the App Store and updated the app. I went back into the email and clicked on the “apply now” button. I was taken to my Verizon app once more with no apparent place to apply for the card. So I located the offer within the app and attempted everything again. Once again, no keyboard. I can’t fill it out. For a technology company, this is a pretty pathetic situation. Great job, Verizon!"
233182474,HudsonChampii,2025-09-09T11:00:58-07:00,5,21.2.2,Great,Great
233171830,Tina Turntable5,2025-09-09T10:57:21-07:00,1,21.2.2,10 year Verizon customer,"One day they decided to put my phone in SOS mode and no one from the company- physical store or telephone could retrieve my service back- they even paid my upcoming bill but were unsuccessful in retrieving my service. I log into your app- your website- EVEN with my password it needs verification from a cell phone number that has no service. If you hate yourself, get Verizon."
232199017,Wolfe_4086,2025-09-09T06:01:16-07:00,1,21.2.2,Can’t connect unless on WiFi,It’d be nice if I didn’t have to be on a WiFi network so I could connect and pay my bill via the 5g connection that works for every other app.
230066495,ChefZ2b,2025-09-08T15:07:27-07:00,5,21.2.2,Overwhelmingly Simple,"My Verizon is easy to navigate, quick to load, and almost always up-to-date with the information to answer my questions."
230000251,Heath_Legit,2025-09-08T14:40:11-07:00,1,21.2.2,Greedy,"Connected with a customer service rep to cancel a payment on a line I don’t want anymore, I was stuck in their customer help system for so a week. I gave up. They were trying to find out where it is why it’s missing why I want to cancel, Jesus. 

I just got on the AI chat and it did it immediately for me. Yes, it was that simple..

Crazy allocation of customer experience prioritization"
229895093,Lovechild202365,2025-09-08T13:57:31-07:00,5,21.2.2,The best,"Always, top tier, white glove experience"
229431626,Fookyou8,2025-09-08T11:08:12-07:00,1,21.2.2,FAIL…every time.,This app is non-functional on the iPhone 16 pro.
229277896,Reese704,2025-09-08T10:16:28-07:00,5,21.2.2,Thanks for what you do Love Maurice,Best phone company
228487772,EnigmaticSoul2,2025-09-08T06:15:26-07:00,3,21.2.2,Hate the new McDonalds colors,"This is a decent app—gets the job done. But … when you open the app to make a payment, you’re bombarded with sales pitches. Unless you want to buy something new, giving Verizon money for your existing services is a time consuming process using this app. Designed for sales, not customer service."
228346255,spamsuxxx,2025-09-08T05:31:30-07:00,1,21.2.2,Can’t clear message pending,Hard to navigate and impossible to clear message pending notifications on the Home Screen!
226751707,trysgaincuhh,2025-09-07T17:55:06-07:00,5,21.2.2,Very easy to use,Very easy and convenient to use. Very easy to make payments or buy things. I love it.
225021181,Elrick62,2025-09-07T07:49:00-07:00,2,21.2.2,No signal,"I tried to get someone to take care of my issue with my Wi-Fi box. It keeps cutting off and on every 10 minutes. For two months now. I’m playing my Bill religiously, but no one to fix my problem."
222155666,Jonas Pendergast,2025-09-06T13:32:02-07:00,1,21.2.2,It won’t Download,Won’t Download
221439800,JB<3s,2025-09-06T09:44:23-07:00,5,21.2.2,In a hurry,"I love the service and everything you provide, but it’s game day and I’m having to re-add everything thank"
221294596,Quinton McReynolds,2025-09-06T09:02:41-07:00,5,21.2.2,Confused,I need confused lately but being able to go online and use this amazing seamless app is a great experience for me
221279656,Dman_redd,2025-09-06T08:58:29-07:00,1,21.2.2,Doesn’t work,"I recently switched from Cricket to Verizon because I was having problems paying my bill, but the Verizon app is even worse. I can’t receive calls since I’ve switched and customer support has been no help at all."
221093706,Rays😳,2025-09-06T08:06:07-07:00,5,21.2.2,Enjoy VERIZON COMMA BUT,"Verizon has a monopoly on quality services,however for long time customers it does NOT show gratitude with discounts it is very expensive. When they offer discounts they make up with fees for every thing 🤦🏾‍♀️🤷🏽‍♀️"
221019028,life_goes_on_,2025-09-06T07:45:38-07:00,1,21.2.2,Terrible,The 4.7 low rating speaks for itself. This app is literally incompetent. It took forever to sign up. The information is all over the place. I opened an internet home account and I was buried with emails. Now I am trying to enroll in auto-pay but I can’t get a keyboard so that I can input my information. Additionally this app doesn’t have biometrics meaning it doesn’t have facial recognition. Mind you this is Verizon we are talking about and can’t even design a functioning app. Ridiculous
220749640,Trnyii,2025-09-06T06:31:48-07:00,1,21.2.2,Useless,"MINUTES Green Arrow should show for calls made and Blue Arrow should be for calls received Problem I made a lot of calls and the arrow colour is BLUE!

TOUCH ID that process should be done ONCE nope every time I use I have to enter password every time to see that section that requires touch."
220407081,Nikki Kirk,2025-09-06T04:50:10-07:00,5,21.2.2,Happy we Switched over,After 6 years being a ATT customer Verizon saved us money and their service is so much better
220376877,Andy381,2025-09-06T04:40:18-07:00,1,21.2.2,UPDATE,"I ditched Verizon after 24 years!  Verizon went downhill fast!  You can’t get anyone who speaks English and they kept screwing up my bill!  Stay away at all costs and TMobile is way cheaper.  Run!! Run away from this place as fast as you can!! All the reviews are horrible including the BBB and google.  The BBB has over 40,000 complaints filed in the past year or so. Update: I’ve been with TMobile for a few months and love it!!  Verizon had a huge shut down again and I’m glad I ditched them. Verizon is by far the worst company you’d want to deal with.  Just ask anyone!!!"
219900557,Juice_125,2025-09-06T01:43:38-07:00,5,21.2.2,FantasticJay,"Verizon has great service and full self service online capabilities. I love them, only service I will ever use"
218647969,Breanna_Favela,2025-09-05T17:11:12-07:00,1,21.2.2,0/5,"Been with Verizon since 6th grade, I’m now 29… wouldn’t recommended this service it to my worst enemy. My signal is bad mostly everywhere, when you call and complain they’re barely any help."
218428667,Penny@1977,2025-09-05T15:42:51-07:00,5,21.2.2,My Verizon,I have the best phone service ever and it has outstanding customer support that will resolve your issues and restore the service immediately
218348683,NC1L14,2025-09-05T15:10:24-07:00,3,21.2.2,App needs work,I’m surprised for a company as large as Verizon that they don’t have a better app. It’s pretty awful and frustrating to use.
218259216,Chiefdel,2025-09-05T14:34:26-07:00,2,21.2.2,Usage never updates,Usage never updates or it gives the wrong dates and times.
216586260,Stonsdorfer,2025-09-05T05:34:10-07:00,2,21.2.2,Not working,"Before I recently upgraded from an iPhone 12 Pro to an iPhone 16 Pro, I had no issues with the app, worked every time. Now, using my 16 Pro, after I enter my password it wants to send me a verification code to my number - which never arrives. I deleted the app & reloaded it but still no go. Shame, as it was a useful app…"
216091066,iampaulodias,2025-09-05T02:47:24-07:00,1,21.2.2,Horrible,"Horrible. You can’t do anything, it’s super slow and nothing works. Absolutely useless"
214595105,clicknclak,2025-09-04T15:59:16-07:00,3,21.2.2,Good app,"It’s really a great app. But every month a little notification would come up telling me I have a bill ready. No matter how many times I log in it stays there. I never use the app so literally for that reason I deleted it and gave the app 3 stars. I do not need a email, text and notification telling me I owe you money."
214192731,CN_1982,2025-09-04T13:19:44-07:00,1,21.2.2,Garbage,80% of the time this app doesn’t work and tells me to contact someone. I try to use the app for convenience but it makes end up doing more work.
214042899,Mejorar cómo se ve la factura,2025-09-04T12:24:54-07:00,2,21.2.2,Mejoras,No me gusta como se están viendo los detalles de la factura solo se puede ver en formato PDF .
213599737,TheRealLadyShine,2025-09-04T09:54:43-07:00,1,21.2.2,Upgrade messed up the app,Can’t view Orders- it just spins and spins. Was fine before latest update. Stop fixing what isn’t broken!
78982492,BK8815,2025-08-01T10:32:01-07:00,4,21.0.2,Not the best but okay,Just can be very slow loading the app
78943250,BrianOx,2025-08-01T10:20:04-07:00,1,21.0.2,Terrible security,Mobile passwords reset loop when trying to make payment is infuriating. Quit making it hard for people to give you money
78887968,D. Madge,2025-08-01T10:03:27-07:00,1,21.0.2,Glitchy app,"App always glitches out the local password rewards are a joke. You can virtually never claim one. We’ve tried for several years and only gotten one used to get monthly rewards now they are rarely on there at all. Plus, it’s a joke trying to get a hold of customer service. Verizon has gone downhill so much. It’s not even funny. I’ve been thinking about leaving the company since they just keep raising prices and keep giving you horrible service and customer service ."
78502381,Alfaro’s Vineyards,2025-08-01T08:13:33-07:00,5,21.0.2,Best Service Ever,App is so easy to use and very helpful. Self explanatory and straightforward. Thank you Verizon!
76697356,DJShmruda,2025-07-31T21:59:54-07:00,5,21.0.2,Great,Great
76448650,SamNY101,2025-07-31T20:18:32-07:00,1,21.0.2,Slow Buggy App,"You'd expect Verizon to have a solid loading speed in app, but no it's the buggiest app I'm ever needing to use. Phone and app on updated version. But Verizon will always take 10-15 times longer to load. Unreal."
76424230,IfYuKnow,2025-07-31T20:09:02-07:00,1,21.0.2,Verizon is the worst,Zero customer support. Their chat service doesn’t work. Cancelling my services after 20 years as a customer.
76331478,Jbeezi93,2025-07-31T19:33:23-07:00,1,21.0.2,Slow app,Too slow. Very frustrating
76204155,Longtime(now frustrated) User,2025-07-31T18:45:57-07:00,1,21.0.2,Too many bugs,"What’s changed to the app to make it so glitchy? I’ve never experienced the issues I’ve been experiencing lately. Too many bugs, loops, roadblocks and dead links. It’s also constantly spinning and crashing. Something needs to change!"
76125204,New App User17,2025-07-31T18:16:16-07:00,1,21.0.2,Endless loop,"Cannot access the My Verizon app. When I try to log on, it pops up my initial online order, with a message that says that I will be able to access the app, once the “owner’s” phone is activated. The “owner’s” phone was activated 2 weeks ago. Seems like the app is designed to sell you more stuff rather than assist you with your account."
75895566,CookieMonster3301,2025-07-31T16:47:56-07:00,1,21.0.2,Phone Support,"Fix your phone support, why does it take 2 hours to activate internet. They need to get rid of their AI completely and stop relying on phone support to activate devices. Why can’t I just do it on my own so I don’t have to deal with this circus of a system???"
75508865,String Ring,2025-07-31T14:18:10-07:00,5,21.0.2,Usually easy,"I didn't have any problem changing my plan and adding perks. I have had varied results with the chat, but those results were because of the representative. I haven't been to a Verizon store in years because I've been able to do everything with the app. It's great being able to take my time to make decisions instead of listening to a representative."
75061216,laurenmarie05,2025-07-31T11:44:02-07:00,1,21.0.2,Wish it would work!,"For whatever reason, it stopped working a month ago. Now it just says “Unable to process your request” every time I try and open it."
72287795,Marthanna,2025-07-30T20:15:18-07:00,5,21.0.2,Great app!   Love Verizon.,"I just upgraded my phone today and totally happy with how easy it was… I’m not a paid shill, but I have to say I never have problems with Verizon.   Solid service and the app is easy to use - recent update has made it even better."
71222813,jlcorn,2025-07-30T13:33:12-07:00,5,21.0.2,Easy!,"We currently found it so much quicker and easier to use the Verizon app online, rather than try to deal in person with the people at our Verizon dealer store. We don’t have an actual Verizon store in Park City, Utah and the folks at the Verizon dealer store are mean and nasty young kids! We spent several hours trying to get a new phone this morning and we’re quoted almost $40 a month more , than the Verizon app came up with! So the Verizon app is definitely the way to go!"
71129859,Louie the Frenchie,2025-07-30T13:00:51-07:00,5,21.0.2,Verizon makes it Easy,I was able to order service for my IPad so easily online through my Verizon account app. No hassle of running all the way to the city store. Love this app.
70863270,cowbkh,2025-07-30T11:32:25-07:00,1,21.0.2,This app needs a remodel.,They give you the bare bum minimum information on their app. Pretty buggy and minimal tools to review your plans.
70422701,PORT3RMAN,2025-07-30T09:19:22-07:00,1,21.0.2,THE WORST!,"AS SOON AS MY DEVICES ARE PAID-OFF, I AM OUT!"
67452770,66 dude,2025-07-29T16:01:47-07:00,1,21.0.2,Difficult to login and pay bill,"The mobile application does not have MFA and it is very difficult to login. It gives you too many options to login with account number and ZIP Code with other options as well and it’s just very confusing and a very poor user experience.
I should be able to open the app go right to a billing feature. Pay my bill and be done with it. That’s three steps maybe four if  you count being done with it."
67159809,Fbwifhrbdifjwnskfb,2025-07-29T14:08:50-07:00,1,21.0.2,Glitchy,App is super glitchy and will not allow me to complete an order.
67125136,BQuinn99,2025-07-29T13:56:01-07:00,1,21.0.2,Service has gone down the drain ..,"I’ve been with Verizon for years. Service has gone seriously downhill, while we all pay a premium rate for AI chat bots to misunderstand everything you needed, then refuse to let you sign in as it sends text “verifications” to some other number that isn’t even on the account. Any guesses how well that works out? Time to get to shopping for better service."
67123736,Rickii 1,2025-07-29T13:55:29-07:00,5,21.0.2,Rico,Love their customer service. One of the best so far.
66674430,ZbReview,2025-07-29T11:22:46-07:00,1,21.0.2,So Buggy,"Buggy, inconsistent, unresponsive, minimalistic but in the annoying way that makes it just super useless. Consistently shows a blank page when it loads. I have to click on “more” and then “account”. Hard to find anything. Not to the standard a major teleCOMMUNICATIONs company should have."
66018859,snotlarc,2025-07-29T08:08:00-07:00,1,21.0.2,All these fake reviews,"Chat half way works, then times out rep on other end takes 3-5 minutes to reply back I really believe the rep I stated to chat fell asleep, then time out, next up schedule a simple call back , yea right enter your phone number, reason,then click confirm , message failed, next up chat was me to download messenger yea right, I don’t due the web like that . Looking for another internet provider."
63688928,Resses49,2025-07-28T17:50:21-07:00,5,21.0.2,Verizon,I Love this Company The Service is awesome and great
63530706,Vincent Jenks,2025-07-28T16:46:53-07:00,1,21.0.2,Useless Junk,"The most frustrating, buggy, infuriating trash I’ve ever used. All I wanted to do was pay off a device, but it’s completely broken. Terrible UI and experience."
62899571,Msp mf,2025-07-28T12:46:48-07:00,1,21.0.2,Dugan,Your service is horrible in Mississippi. Even T-Mobile kick your butt that’s a shame. I mean that’s just plain sorry.
62350173,Just love it he,2025-07-28T09:49:23-07:00,5,21.0.2,New Home,I’m glad to be with Verizon my whole family uses Verizon Internet and Mobile. I was with a previous carrier whose name begin with X and I’m glad to be away from them. It was horrific.
62287557,JasonWhittington,2025-07-28T09:30:44-07:00,1,21.0.2,Told get to try  feature free for a year and billed me anyway,Not pleasant experience
